TABLE_CATALOG,TABLE_SCHEMA,TABLE_NAME,COLUMN_NAME,ORDINAL_POSITION,COLUMN_DEFAULT,IS_NULLABLE,DATA_TYPE,CHARACTER_MAXIMUM_LENGTH,CHARACTER_OCTET_LENGTH,NUMERIC_PRECISION,NUMERIC_PRECISION_RADIX,NUMERIC_SCALE,DATETIME_PRECISION,INTERVAL_TYPE,INTERVAL_PRECISION,CHARACTER_SET_CATALOG,CHARACTER_SET_SCHEMA,CHARACTER_SET_NAME,COLLATION_CATALOG,COLLATION_SCHEMA,COLLATION_NAME,DOMAIN_CATALOG,DOMAIN_SCHEMA,DOMAIN_NAME,UDT_CATALOG,UDT_SCHEMA,UDT_NAME,SCOPE_CATALOG,SCOPE_SCHEMA,SCOPE_NAME,MAXIMUM_CARDINALITY,DTD_IDENTIFIER,IS_SELF_REFERENCING,IS_IDENTITY,IDENTITY_GENERATION,IDENTITY_START,IDENTITY_INCREMENT,IDENTITY_MAXIMUM,IDENTITY_MINIMUM,IDENTITY_CYCLE,IDENTITY_ORDERED,SCHEMA_EVOLUTION_RECORD,COMMENT
FINANCIAL__ECONOMIC_ESSENTIALS,CYBERSYN,FDIC_BRANCH_LOCATIONS_INDEX,ADDRESS,29,,YES,TEXT,16777216,16777216,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,Street address at which the branch is physically located.
FINANCIAL__ECONOMIC_ESSENTIALS,CYBERSYN,FDIC_BRANCH_LOCATIONS_INDEX,FDIC_INSTITUTION_ID,1,,YES,TEXT,16777216,16777216,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,"Unique FDIC ID of the institution that owns the branch. It is a unique number, sequentially added to the FDIC database for both banks and branches. This ID is updated with every merger or purchase of branches to reflect the most current owner."
FINANCIAL__ECONOMIC_ESSENTIALS,CYBERSYN,FDIC_BRANCH_LOCATIONS_INDEX,RSSDHCR,4,,YES,TEXT,16777216,16777216,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,Unique number assigned by the Federal Reserve Board (FRB) to the regulatory bank holding company of the institution.
FINANCIAL__ECONOMIC_ESSENTIALS,CYBERSYN,FDIC_BRANCH_LOCATIONS_INDEX,RSSDID,5,,YES,TEXT,16777216,16777216,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,Unique number assigned by the Federal Reserve Board (FRB) to the institution.
FINANCIAL__ECONOMIC_ESSENTIALS,CYBERSYN,FDIC_BRANCH_LOCATIONS_INDEX,ESTABLISHED_DATE,13,,YES,DATE,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,Date on which the branch began operations.
FINANCIAL__ECONOMIC_ESSENTIALS,CYBERSYN,FDIC_BRANCH_LOCATIONS_INDEX,CHARTER_TYPE,22,,YES,TEXT,16777216,16777216,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,Identifies whether an institution is federally or state chartered.
FINANCIAL__ECONOMIC_ESSENTIALS,CYBERSYN,FDIC_BRANCH_LOCATIONS_INDEX,FDIC_CLASSIFICATION_CODE,21,,YES,TEXT,16777216,16777216,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,"A classification code assigned by the FDIC based on the institution's charter type (commercial bank or savings institution), charter agent (state or federal), Federal Reserve membership status (Fed member, Fed nonmember) and its primary federal regulator (state chartered institutions are subject to both federal and state supervision)."
FINANCIAL__ECONOMIC_ESSENTIALS,CYBERSYN,FDIC_BRANCH_LOCATIONS_INDEX,FDIC_REGIONAL_OFFICE,17,,YES,TEXT,16777216,16777216,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,Name of the FDIC Regional Office that services the institution.
FINANCIAL__ECONOMIC_ESSENTIALS,CYBERSYN,FDIC_BRANCH_LOCATIONS_INDEX,HOLDING_COMPANY_NAME,7,,YES,TEXT,16777216,16777216,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,"Name of the holding company for the institution (e.g., JPMorgan Chase & Co.)."
FINANCIAL__ECONOMIC_ESSENTIALS,CYBERSYN,FDIC_BRANCH_LOCATIONS_INDEX,ACQUIRED_DATE,14,,YES,DATE,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,Date that a branch was last acquired by another institution.
FINANCIAL__ECONOMIC_ESSENTIALS,CYBERSYN,FDIC_BRANCH_LOCATIONS_INDEX,INSTITUTION_PRIMARY_REGULATORY_AGENCY,16,,YES,TEXT,16777216,16777216,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,Primary regulatory agency of the institution.
FINANCIAL__ECONOMIC_ESSENTIALS,CYBERSYN,FDIC_BRANCH_LOCATIONS_INDEX,GEO_ID_ZIP,32,,YES,TEXT,16777216,16777216,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,Geographic ID representing the zip code where the branch is physically located. Can be joined to the GEOGRAPHY_INDEX table.
FINANCIAL__ECONOMIC_ESSENTIALS,CYBERSYN,FDIC_BRANCH_LOCATIONS_INDEX,LATITUDE,27,,YES,FLOAT,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,Latitude of the branch's physical location.
FINANCIAL__ECONOMIC_ESSENTIALS,CYBERSYN,FDIC_BRANCH_LOCATIONS_INDEX,LONGITUDE,28,,YES,FLOAT,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,Longitude of the branch's physical location.
FINANCIAL__ECONOMIC_ESSENTIALS,CYBERSYN,FDIC_BRANCH_LOCATIONS_INDEX,OTS_ID,6,,YES,TEXT,16777216,16777216,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,Unique identification number assigned to institutions chartered by the Office of the Thrift Supervision (OTS) or that become members of the Federal Home Loan System.
FINANCIAL__ECONOMIC_ESSENTIALS,CYBERSYN,FDIC_BRANCH_LOCATIONS_INDEX,MAIN_OFFICE_FLAG,15,,YES,NUMBER,,,38,10,0,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,Flag identifying the main office for the institution.
FINANCIAL__ECONOMIC_ESSENTIALS,CYBERSYN,FDIC_BRANCH_LOCATIONS_INDEX,GEO_ID_METRO_DIV,35,,YES,TEXT,16777216,16777216,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,Geographic ID representing the metropolitan division where the branch is physically located. Can be joined to the GEOGRAPHY_INDEX table.
FINANCIAL__ECONOMIC_ESSENTIALS,CYBERSYN,FDIC_BRANCH_LOCATIONS_INDEX,HOLDING_COMPANY_TYPE,8,,YES,TEXT,16777216,16777216,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,Identifies the type of holding company associated with the branch.
FINANCIAL__ECONOMIC_ESSENTIALS,CYBERSYN,FDIC_BRANCH_LOCATIONS_INDEX,INSTITUTION_NAME,9,,YES,TEXT,16777216,16777216,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,"Legal name of the FDIC Insured Institution (e.g., JPMorgan Chase Bank, National Association)."
FINANCIAL__ECONOMIC_ESSENTIALS,CYBERSYN,FDIC_BRANCH_LOCATIONS_INDEX,FDIC_INSTITUTION_CERTIFICATE_NUMBER,3,,YES,TEXT,16777216,16777216,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,Unique number assigned by the FDIC used to identify institutions and for for the issuance of insurance certificates.
FINANCIAL__ECONOMIC_ESSENTIALS,CYBERSYN,FDIC_BRANCH_LOCATIONS_INDEX,CITY,30,,YES,TEXT,16777216,16777216,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,City at which the branch is physically located.
FINANCIAL__ECONOMIC_ESSENTIALS,CYBERSYN,FDIC_BRANCH_LOCATIONS_INDEX,INSTITUTION_CATEGORY,24,,YES,TEXT,16777216,16777216,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,"Type of financial institution defined by its charter type, ownership structure, regulatory oversight, and other characteristics."
FINANCIAL__ECONOMIC_ESSENTIALS,CYBERSYN,FDIC_BRANCH_LOCATIONS_INDEX,FDIC_BRANCH_ID,2,,YES,TEXT,16777216,16777216,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,Unique FDIC ID for each bank branch. The branch ID for the Headquarters branch is the same as the branch ID for the entire bank or savings institution.
FINANCIAL__ECONOMIC_ESSENTIALS,CYBERSYN,FDIC_BRANCH_LOCATIONS_INDEX,BRANCH_TYPE,12,,YES,TEXT,16777216,16777216,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,"Description of the branch's main function (e.g., Full Service Brick and Mortar Office)."
FINANCIAL__ECONOMIC_ESSENTIALS,CYBERSYN,FDIC_BRANCH_LOCATIONS_INDEX,COMPTROLLER_DISTRICT,19,,YES,TEXT,16777216,16777216,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,Name of the Comptroller of the Currency district in which the institution is located.
